iter	Logloss
398	0.1460718587
399	0.1460183343
400	0.1459532945
401	0.1459137505
402	0.1458629998
403	0.145805837
404	0.1457441135
405	0.1456909688
406	0.1456491801
407	0.1455886332
408	0.1455171509
409	0.1454364794
410	0.1453664212
411	0.1452986281
412	0.1452502407
413	0.1452005039
414	0.1451310866
415	0.1450770738
416	0.1450276421
417	0.1449699775
418	0.1449178942
419	0.1448664686
420	0.1448125814
421	0.1447830234
422	0.1447210354
423	0.144649509
424	0.144593238
425	0.1445397135
426	0.1445085076
427	0.1444698283
428	0.1444049174
429	0.1443667738
430	0.1442645467
431	0.1441911011
432	0.1441519165
433	0.1441199714
434	0.1440652635
435	0.1440153334
436	0.1439361538
437	0.1438896891
438	0.1438459032
439	0.1438177762
440	0.1437673374
441	0.1436922811
442	0.143617686
443	0.143571774
444	0.1435216234
445	0.1434610189
446	0.1434044427
447	0.1433142192
448	0.1432456801
449	0.1431779005
450	0.1431123589
451	0.1430621745
452	0.1429827576
453	0.1429260932
454	0.1428622877
455	0.1428211941
456	0.1427443068
457	0.1426721157
458	0.1425619337
459	0.1424732022
460	0.1423978509
461	0.142345381
462	0.1423115336
463	0.1422599013
464	0.1421916131
465	0.1421346198
466	0.1420845506
467	0.1420474989
468	0.14198565
469	0.1419271105
470	0.1418789571
471	0.1418420342
472	0.1417711758
473	0.1417191264
474	0.1416857876
475	0.1416385498
476	0.1415954861
477	0.1415035875
478	0.1414546034
479	0.1414000312
480	0.141364563
481	0.1413015069
482	0.1412776761
483	0.1412282918
484	0.1411041328
485	0.1410496521
486	0.1409880744
487	0.1409207967
488	0.1408619859
489	0.1408301629
490	0.1407548184
491	0.1407250536
492	0.1406872457
493	0.140641432
494	0.1405735168
495	0.1405348918
496	0.1404891832
497	0.140447859
498	0.1404016351
499	0.140339837
500	0.1402046034
501	0.1401257799
502	0.1400730523
503	0.1400270148
504	0.13998565
505	0.1399116075
506	0.1398232829
507	0.1397493659
508	0.1397061259
509	0.1396529032
510	0.1396141357
511	0.1395661079
512	0.1394980537
513	0.1394471029
514	0.1394153714
515	0.1393698357
516	0.1393410441
517	0.1392881165
518	0.139212894
519	0.1391395603
520	0.1390863512
521	0.139050944
522	0.1389633925
523	0.1388982476
524	0.1388619656
525	0.1388114048
526	0.1387844306
527	0.1387375251
528	0.1387059224
529	0.138645735
530	0.1386083611
531	0.1385581868
532	0.1385309041
533	0.1385015259
534	0.1384432848
535	0.1384066603
536	0.1383371548
537	0.1382721727
538	0.1382160068
539	0.1381690877
540	0.1380717434
541	0.13802339
542	0.1379958293
543	0.1379531555
544	0.1379221564
545	0.1378929816
546	0.1378411764
547	0.1377912259
548	0.1377507697
549	0.1376895718
550	0.1376465352
551	0.1375963813
552	0.1375120578
553	0.1374493137
554	0.1373611484
555	0.137291765
556	0.1372631293
557	0.1372267083
558	0.1371852281
559	0.1371564467
560	0.1371296794
561	0.1370769755
562	0.1369976535
563	0.1369470418
564	0.1369067179
565	0.1368541226
566	0.1368123169
567	0.1367754381
568	0.1367202793
569	0.1366957024
570	0.1366512078
571	0.1366150241
572	0.1365681559
573	0.1364940186
574	0.1364378187
575	0.1363950161
576	0.136342648
577	0.1362672628
578	0.1362326592
579	0.1361954346
580	0.1361619636
581	0.136119222
582	0.1360643921
583	0.1359811198
584	0.1359456889
585	0.1359109972
586	0.1358588392
587	0.1358214179
588	0.135763031
589	0.1356936883
590	0.1356442939
591	0.1355994398
592	0.1355527513
593	0.1355136278
594	0.1354784207
595	0.1354331156
596	0.1353893534
597	0.135319553
598	0.1352870009
599	0.135236535
600	0.1351631266
601	0.1351233826
602	0.1350522156
603	0.1349966838
604	0.1349122179
605	0.1348400879
606	0.1347906799
607	0.1347529568
608	0.1347240804
609	0.1346495429
610	0.134589091
611	0.1345328064
612	0.1344883864
613	0.1344325528
614	0.1343883565
615	0.1343456285
616	0.1343005541
617	0.1342632141
618	0.1342157288
619	0.134174998
620	0.1341318698
621	0.1340480618
622	0.1339241774
623	0.1338431634
624	0.1337995334
625	0.1337534587
626	0.1337139723
627	0.133671814
628	0.1336292182
629	0.1335758124
630	0.1335315043
631	0.1334805908
632	0.1334403788
633	0.1333837857
634	0.1333298475
635	0.1332874213
636	0.1332202861
637	0.1331614787
638	0.1331317308
639	0.1330783657
640	0.1330211148
641	0.1329766201
642	0.1329488424
643	0.1329123094
644	0.1328845384
645	0.132857466
646	0.1327927416
647	0.1327501322
648	0.1326918267
649	0.1326767782
650	0.1326395467
651	0.1325933533
652	0.13258589
653	0.1325560642
654	0.1325348104
655	0.1324952766
656	0.1324260966
657	0.1323758375
658	0.1323322076
659	0.1322930094
660	0.1322662964
661	0.1322282342
662	0.1321971537
663	0.1321401401
664	0.1320380893
665	0.1319875793
666	0.1319481642
667	0.1319108242
668	0.1318737725
669	0.1318244459
670	0.1317638787
671	0.1317185872
672	0.1316746046
673	0.1316478509
674	0.1316110874
675	0.1315466376
676	0.1315151808
677	0.1314909193
678	0.1314465671
679	0.1314089186
680	0.1313589003
681	0.131305915
682	0.1312651842
683	0.1312237888
684	0.1311745097
685	0.131151279
686	0.1311183133
687	0.1310619405
688	0.1310118035
689	0.1309537421
690	0.130915351
691	0.1308503723
692	0.1308182543
693	0.1307604913
694	0.1307259962
695	0.1306883782
696	0.1306386787
697	0.1305898471
698	0.130541782
699	0.1304959208
700	0.1304518229
701	0.1304242825
702	0.1303834771
703	0.1303247613
704	0.1302815789
705	0.1302221171
706	0.1301925456
707	0.1301757338
708	0.1301268446
709	0.1300852729
710	0.1300535787
711	0.1300208266
712	0.1299785597
713	0.1299214647
714	0.1298528544
715	0.1298239136
716	0.1297888082
717	0.1297376302
718	0.1297071194
719	0.1296583455
720	0.1296163805
721	0.1295847643
722	0.1295460849
723	0.1294914686
724	0.1294221497
725	0.1293588901
726	0.1293220147
727	0.1292805684
728	0.1292467957
729	0.1292048306
730	0.1291564907
731	0.1291185472
732	0.1290850288
733	0.12903518
734	0.1289638841
735	0.1289275954
736	0.1288882345
737	0.1288579271
738	0.1287927178
739	0.1287522447
740	0.1286960042
741	0.1286442905
742	0.1285387811
743	0.1284879761
744	0.1284332072
745	0.1284081116
746	0.128384769
747	0.1283575372
748	0.128323917
749	0.1282782762
750	0.1282282749
751	0.1282010871
752	0.1281633877
753	0.1281146884
754	0.1280921326
755	0.1280669623
756	0.1280294291
757	0.1279754944
758	0.1279533251
759	0.1279351569
760	0.1278907505
761	0.1278522203
762	0.1278164469
763	0.1277806736
764	0.1277625699
765	0.1277274102
766	0.1276968418
767	0.1276463013
768	0.1275991652
769	0.1275479092
770	0.1275326233
771	0.1275002814
772	0.127467787
773	0.1274477539
774	0.1274063449
775	0.1273386705
776	0.1272970954
777	0.1272508681
778	0.1272177531
779	0.1271847229
780	0.1271277974
781	0.1270697021
782	0.1270092197
783	0.1269782037
784	0.1269185961
785	0.1268491245
786	0.1268131646
787	0.126779914
788	0.1267527127
789	0.1267020535
790	0.1266518317
791	0.1266287231
792	0.1266026781
793	0.1265481127
794	0.126518375
795	0.1264808011
796	0.1264562615
797	0.1264282362
798	0.1263840298
799	0.1263347677
800	0.1262933723
801	0.1262216865
802	0.1261806335
803	0.1261386753
804	0.126094496
805	0.1260484144
806	0.1260083076
807	0.1259500699
808	0.1259084812
809	0.1258661906
810	0.1258076477
811	0.1257637329
812	0.1256950785
813	0.125666765
814	0.1255989143
815	0.1255481873
816	0.1255165914
817	0.125443339
818	0.1253825853
819	0.1253557366
820	0.1253090719
821	0.1252856818
822	0.1252543911
823	0.125228363
824	0.1251961466
825	0.1251409471
826	0.1250964898
827	0.1250590752
828	0.1250165846
829	0.1249619954
830	0.124944614
831	0.1249040866
832	0.1248882548
833	0.1248441332
834	0.1247741428
835	0.1247346564
836	0.1246953091
837	0.1246422153
838	0.1246050958
839	0.1245688714
840	0.1245071411
841	0.1244730394
842	0.1244373237
843	0.1243647868
844	0.1243338555
845	0.1242929484
846	0.1242421265
847	0.1242008158
848	0.1241665209
849	0.1241197849
850	0.1240898912
851	0.1240585904
852	0.1240149502
853	0.1239842394
854	0.1239582282
855	0.1239297824
856	0.1239099596
857	0.1238759121
858	0.1238195699
859	0.1237777473
860	0.1237695143
861	0.1237304654
862	0.1237074551
863	0.1236494581
864	0.1236086392
865	0.123578281
866	0.1235198839
867	0.1234853244
868	0.1234417691
869	0.1234021946
870	0.1233488091
871	0.1233094754
872	0.1232559408
873	0.1232276645
874	0.1232076891
875	0.1231845364
876	0.1231565857
877	0.1230980937
878	0.1230602773
879	0.1230252075
880	0.1229804111
881	0.1229439612
882	0.1229083065
883	0.122871972
884	0.1228400387
885	0.1228053979
886	0.1227629971
887	0.1227265082
888	0.1227022925
889	0.1226466726
890	0.1226129201
891	0.1225826416
892	0.122529246
893	0.1224951782
894	0.1224564921
895	0.1224166294
896	0.1223794318
897	0.122340193
898	0.1223084869
899	0.1222556017
900	0.1222266541
901	0.1222164815
902	0.1221873508
903	0.1221487223
904	0.1221292352
905	0.1221081102
906	0.122065272
907	0.1220042792
908	0.1219511193
909	0.1219136217
910	0.1218693068
911	0.121794047
912	0.121763092
913	0.1217228851
914	0.1216686351
915	0.1216227298
916	0.1215817261
917	0.1215506202
918	0.1215339152
919	0.121495419
920	0.1214578722
921	0.1214259152
922	0.1213874156
923	0.1213637238
924	0.1213333689
925	0.1213085242
926	0.1212778236
927	0.1212538011
928	0.1211874983
929	0.1211271328
930	0.1210767737
931	0.1210227695
932	0.1209814385
933	0.1209581367
934	0.1209244249
935	0.1208939107
936	0.1208655243
937	0.1208235931
938	0.1207983788
939	0.120778027
940	0.1207448798
941	0.1207143979
942	0.1206839973
943	0.1206574266
944	0.1206249491
945	0.1205989922
946	0.1205728692
947	0.12054255
948	0.120483256
949	0.1204446869
950	0.1204152578
951	0.1203876156
952	0.1203592343
953	0.120318378
954	0.1202865295
955	0.1202504408
956	0.1202135773
957	0.1201703135
958	0.1201458978
959	0.1200851474
960	0.1200451287
961	0.1199993608
962	0.1199703606
963	0.1199267137
964	0.1199015215
965	0.1198723789
966	0.1198186713
967	0.1197869924
968	0.1197408871
969	0.1197033776
970	0.119664761
971	0.1196472761
972	0.1196224942
973	0.1195751309
974	0.1195372908
975	0.1195147366
976	0.1194625261
977	0.1194325867
978	0.1193709988
979	0.1193414493
980	0.1193262516
981	0.119267395
982	0.1192174717
983	0.1192041677
984	0.1191710985
985	0.1191396349
986	0.1191199493
987	0.1191025577
988	0.1190751851
989	0.1190542535
990	0.1190292223
991	0.1189832831
992	0.1189570279
993	0.1189386563
994	0.1188935988
995	0.118865465
996	0.1188247596
997	0.1188008542
998	0.1187698856
999	0.1187430318
